County,County Code,Year,Underlying Cause of death Code,Multiple Cause of death Code,Deaths,Population,Crude Rate,Total Deaths by County and Year,Crude Rate by County and Year
"San Bernardino County, CA",6071,2020,accidental,Unspecified,147,2189183,6.71,1079,49.29
"San Bernardino County, CA",6071,2020,intentional,Unspecified,15,2189183,0.69,1079,49.29
"San Bernardino County, CA",6071,2021,accidental,Psychostimulants,123,2194710,5.6,1211,55.18
"San Bernardino County, CA",6071,2021,accidental,Unspecified,127,2194710,5.79,1211,55.18
"San Bernardino County, CA",6071,2021,accidental,Heroin,15,2194710,0.68,1211,55.18
"San Bernardino County, CA",6071,2021,accidental,Synthetic opioids,183,2194710,8.34,1211,55.18
"San Bernardino County, CA",6071,2021,accidental,Cocaine,33,2194710,1.5,1211,55.18
"San Bernardino County, CA",6071,2021,accidental,Unspecified,213,2194710,9.71,1211,55.18
"San Bernardino County, CA",6071,2021,accidental,Heroin,35,2194710,1.59,1211,55.18
"San Bernardino County, CA",6071,2021,accidental,Synthetic opioids,127,2194710,5.79,1211,55.18
"San Bernardino County, CA",6071,2021,accidental,Cocaine,12,2194710,0.55,1211,55.18
"San Bernardino County, CA",6071,2021,accidental,Psychostimulants,145,2194710,6.61,1211,55.18
"San Bernardino County, CA",6071,2021,accidental,Unspecified,198,2194710,9.02,1211,55.18
"San Bernardino County, CA",6071,2022,accidental,Psychostimulants,86,2193656,3.92,1075,49.0
"San Bernardino County, CA",6071,2022,accidental,Unspecified,87,2193656,3.97,1075,49.0
"San Bernardino County, CA",6071,2022,accidental,Heroin,12,2193656,0.55,1075,49.0
"San Bernardino County, CA",6071,2022,accidental,Synthetic opioids,230,2193656,10.48,1075,49.0
"San Bernardino County, CA",6071,2022,accidental,Cocaine,25,2193656,1.14,1075,49.0
"San Bernardino County, CA",6071,2022,accidental,Unspecified,255,2193656,11.62,1075,49.0
"San Bernardino County, CA",6071,2022,accidental,Synthetic opioids,108,2193656,4.92,1075,49.0
"San Bernardino County, CA",6071,2022,accidental,Psychostimulants,111,2193656,5.06,1075,49.0
"San Bernardino County, CA",6071,2022,accidental,Unspecified,150,2193656,6.84,1075,49.0
"San Bernardino County, CA",6071,2022,intentional,Unspecified,11,2193656,0.5,1075,49.0
"San Bernardino County, CA",6071,2023,accidental,Psychostimulants,80,2195611,3.64,1326,60.39
"San Bernardino County, CA",6071,2023,accidental,Unspecified,82,2195611,3.73,1326,60.39
"San Bernardino County, CA",6071,2023,accidental,Synthetic opioids,226,2195611,10.29,1326,60.39
"San Bernardino County, CA",6071,2023,accidental,Cocaine,29,2195611,1.32,1326,60.39
"San Bernardino County, CA",6071,2023,accidental,Unspecified,241,2195611,10.98,1326,60.39
"San Bernardino County, CA",6071,2023,accidental,Other opiods,11,2195611,0.5,1326,60.39
"San Bernardino County, CA",6071,2023,accidental,Synthetic opioids,189,2195611,8.61,1326,60.39
"San Bernardino County, CA",6071,2023,accidental,Cocaine,10,2195611,0.46,1326,60.39
"San Bernardino County, CA",6071,2023,accidental,Sedatives,17,2195611,0.77,1326,60.39
"San Bernardino County, CA",6071,2023,accidental,Psychostimulants,185,2195611,8.43,1326,60.39
"San Bernardino County, CA",6071,2023,accidental,Unspecified,256,2195611,11.66,1326,60.39
"San Diego County, CA",6073,2018,accidental,Sedatives,10,3343364,0.3,1105,33.05
"San Diego County, CA",6073,2018,accidental,Psychostimulants,117,3343364,3.5,1105,33.05
"San Diego County, CA",6073,2018,accidental,Unspecified,128,3343364,3.83,1105,33.05
"San Diego County, CA",6073,2018,accidental,Heroin,29,3343364,0.87,1105,33.05
"San Diego County, CA",6073,2018,accidental,Other opiods,23,3343364,0.69,1105,33.05
"San Diego County, CA",6073,2018,accidental,Synthetic opioids,45,3343364,1.35,1105,33.05
"San Diego County, CA",6073,2018,accidental,Cocaine,28,3343364,0.84,1105,33.05
"San Diego County, CA",6073,2018,accidental,Unspecified,110,3343364,3.29,1105,33.05
"San Diego County, CA",6073,2018,accidental,Heroin,58,3343364,1.73,1105,33.05
"San Diego County, CA",6073,2018,accidental,Other opiods,60,3343364,1.79,1105,33.05
"San Diego County, CA",6073,2018,accidental,Methadone,18,3343364,0.54,1105,33.05
"San Diego County, CA",6073,2018,accidental,Synthetic opioids,52,3343364,1.56,1105,33.05
"San Diego County, CA",6073,2018,accidental,Cocaine,30,3343364,0.9,1105,33.05
"San Diego County, CA",6073,2018,accidental,Sedatives,60,3343364,1.79,1105,33.05
"San Diego County, CA",6073,2018,accidental,Psychostimulants,88,3343364,2.63,1105,33.05
"San Diego County, CA",6073,2018,accidental,Unspecified,183,3343364,5.47,1105,33.05
"San Diego County, CA",6073,2018,intentional,Unspecified,15,3343364,0.45,1105,33.05
"San Diego County, CA",6073,2018,intentional,Other opiods,12,3343364,0.36,1105,33.05
"San Diego County, CA",6073,2018,intentional,Sedatives,10,3343364,0.3,1105,33.05
"San Diego County, CA",6073,2018,intentional,Unspecified,29,3343364,0.87,1105,33.05
"San Diego County, CA",6073,2019,accidental,Sedatives,10,3338330,0.3,1169,35.02
"San Diego County, CA",6073,2019,accidental,Psychostimulants,96,3338330,2.88,1169,35.02
"San Diego County, CA",6073,2019,accidental,Unspecified,110,3338330,3.3,1169,35.02
"San Diego County, CA",6073,2019,accidental,Heroin,33,3338330,0.99,1169,35.02
"San Diego County, CA",6073,2019,accidental,Other opiods,14,3338330,0.42,1169,35.02
"San Diego County, CA",6073,2019,accidental,Synthetic opioids,66,3338330,1.98,1169,35.02
"San Diego County, CA",6073,2019,accidental,Cocaine,25,3338330,0.75,1169,35.02
"San Diego County, CA",6073,2019,accidental,Unspecified,112,3338330,3.35,1169,35.02
"San Diego County, CA",6073,2019,accidental,Heroin,79,3338330,2.37,1169,35.02
"San Diego County, CA",6073,2019,accidental,Other opiods,54,3338330,1.62,1169,35.02
"San Diego County, CA",6073,2019,accidental,Methadone,10,3338330,0.3,1169,35.02
"San Diego County, CA",6073,2019,accidental,Synthetic opioids,82,3338330,2.46,1169,35.02
"San Diego County, CA",6073,2019,accidental,Cocaine,25,3338330,0.75,1169,35.02
"San Diego County, CA",6073,2019,accidental,Sedatives,70,3338330,2.1,1169,35.02
"San Diego County, CA",6073,2019,accidental,Psychostimulants,130,3338330,3.89,1169,35.02
"San Diego County, CA",6073,2019,accidental,Unspecified,219,3338330,6.56,1169,35.02
"San Diego County, CA",6073,2019,intentional,Other opiods,11,3338330,0.33,1169,35.02
"San Diego County, CA",6073,2019,intentional,Unspecified,23,3338330,0.69,1169,35.02
"San Diego County, CA",6073,2020,accidental,Psychostimulants,138,3332427,4.14,1916,57.5
"San Diego County, CA",6073,2020,accidental,Unspecified,154,3332427,4.62,1916,57.5
"San Diego County, CA",6073,2020,accidental,Heroin,30,3332427,0.9,1916,57.5
"San Diego County, CA",6073,2020,accidental,Other opiods,22,3332427,0.66,1916,57.5
"San Diego County, CA",6073,2020,accidental,Synthetic opioids,187,3332427,5.61,1916,57.5
"San Diego County, CA",6073,2020,accidental,Cocaine,54,3332427,1.62,1916,57.5
"San Diego County, CA",6073,2020,accidental,Unspecified,230,3332427,6.9,1916,57.5
"San Diego County, CA",6073,2020,accidental,Heroin,63,3332427,1.89,1916,57.5
"San Diego County, CA",6073,2020,accidental,Other opiods,49,3332427,1.47,1916,57.5
"San Diego County, CA",6073,2020,accidental,Methadone,17,3332427,0.51,1916,57.5
"San Diego County, CA",6073,2020,accidental,Synthetic opioids,222,3332427,6.66,1916,57.5
"San Diego County, CA",6073,2020,accidental,Cocaine,51,3332427,1.53,1916,57.5
"San Diego County, CA",6073,2020,accidental,Sedatives,90,3332427,2.7,1916,57.5
"San Diego County, CA",6073,2020,accidental,Psychostimulants,222,3332427,6.66,1916,57.5
"San Diego County, CA",6073,2020,accidental,Unspecified,323,3332427,9.69,1916,57.5
"San Diego County, CA",6073,2020,intentional,Other opiods,15,3332427,0.45,1916,57.5
"San Diego County, CA",6073,2020,intentional,Sedatives,13,3332427,0.39,1916,57.5
"San Diego County, CA",6073,2020,intentional,Unspecified,36,3332427,1.08,1916,57.5
"San Diego County, CA",6073,2021,accidental,Psychostimulants,154,3286069,4.69,2552,77.66
"San Diego County, CA",6073,2021,accidental,Unspecified,168,3286069,5.11,2552,77.66
"San Diego County, CA",6073,2021,accidental,Heroin,18,3286069,0.55,2552,77.66
"San Diego County, CA",6073,2021,accidental,Other opiods,21,3286069,0.64,2552,77.66
"San Diego County, CA",6073,2021,accidental,Synthetic opioids,238,3286069,7.24,2552,77.66
"San Diego County, CA",6073,2021,accidental,Cocaine,73,3286069,2.22,2552,77.66
"San Diego County, CA",6073,2021,accidental,Unspecified,281,3286069,8.55,2552,77.66
"San Diego County, CA",6073,2021,accidental,Heroin,45,3286069,1.37,2552,77.66
"San Diego County, CA",6073,2021,accidental,Other opiods,39,3286069,1.19,2552,77.66
"San Diego County, CA",6073,2021,accidental,Methadone,22,3286069,0.67,2552,77.66
"San Diego County, CA",6073,2021,accidental,Synthetic opioids,419,3286069,12.75,2552,77.66
"San Diego County, CA",6073,2021,accidental,Cocaine,53,3286069,1.61,2552,77.66
"San Diego County, CA",6073,2021,accidental,Sedatives,108,3286069,3.29,2552,77.66
"San Diego County, CA",6073,2021,accidental,Psychostimulants,386,3286069,11.75,2552,77.66
"San Diego County, CA",6073,2021,accidental,Unspecified,485,3286069,14.76,2552,77.66
"San Diego County, CA",6073,2021,intentional,Other opiods,14,3286069,0.43,2552,77.66
"San Diego County, CA",6073,2021,intentional,Unspecified,28,3286069,0.85,2552,77.66
"San Diego County, CA",6073,2022,accidental,Psychostimulants,174,3276208,5.31,2447,74.69
"San Diego County, CA",6073,2022,accidental,Unspecified,183,3276208,5.59,2447,74.69
"San Diego County, CA",6073,2022,accidental,Other opiods,20,3276208,0.61,2447,74.69
"San Diego County, CA",6073,2022,accidental,Methadone,11,3276208,0.34,2447,74.69
"San Diego County, CA",6073,2022,accidental,Synthetic opioids,249,3276208,7.6,2447,74.69
"San Diego County, CA",6073,2022,accidental,Cocaine,77,3276208,2.35,2447,74.69
"San Diego County, CA",6073,2022,accidental,Unspecified,297,3276208,9.07,2447,74.69
"San Diego County, CA",6073,2022,accidental,Heroin,11,3276208,0.34,2447,74.69
"San Diego County, CA",6073,2022,accidental,Other opiods,31,3276208,0.95,2447,74.69
"San Diego County, CA",6073,2022,accidental,Synthetic opioids,411,3276208,12.54,2447,74.69
"San Diego County, CA",6073,2022,accidental,Cocaine,37,3276208,1.13,2447,74.69
"San Diego County, CA",6073,2022,accidental,Sedatives,26,3276208,0.79,2447,74.69
"San Diego County, CA",6073,2022,accidental,Psychostimulants,406,3276208,12.39,2447,74.69
"San Diego County, CA",6073,2022,accidental,Unspecified,456,3276208,13.92,2447,74.69
"San Diego County, CA",6073,2022,intentional,Unspecified,18,3276208,0.55,2447,74.69
"San Diego County, CA",6073,2022,intentional,Other opiods,11,3276208,0.34,2447,74.69
"San Diego County, CA",6073,2022,intentional,Unspecified,29,3276208,0.89,2447,74.69
"San Diego County, CA",6073,2023,accidental,Sedatives,12,3269973,0.37,2249,68.78
"San Diego County, CA",6073,2023,accidental,Psychostimulants,160,3269973,4.89,2249,68.78
"San Diego County, CA",6073,2023,accidental,Unspecified,174,3269973,5.32,2249,68.78
"San Diego County, CA",6073,2023,accidental,Other opiods,25,3269973,0.76,2249,68.78
"San Diego County, CA",6073,2023,accidental,Synthetic opioids,214,3269973,6.54,2249,68.78
"San Diego County, CA",6073,2023,accidental,Cocaine,55,3269973,1.68,2249,68.78
"San Diego County, CA",6073,2023,accidental,Unspecified,251,3269973,7.68,2249,68.78
"San Diego County, CA",6073,2023,accidental,Other opiods,37,3269973,1.13,2249,68.78
"San Diego County, CA",6073,2023,accidental,Synthetic opioids,379,3269973,11.59,2249,68.78
"San Diego County, CA",6073,2023,accidental,Cocaine,34,3269973,1.04,2249,68.78
"San Diego County, CA",6073,2023,accidental,Sedatives,57,3269973,1.74,2249,68.78
"San Diego County, CA",6073,2023,accidental,Psychostimulants,368,3269973,11.25,2249,68.78
"San Diego County, CA",6073,2023,accidental,Unspecified,445,3269973,13.61,2249,68.78
"San Diego County, CA",6073,2023,intentional,Unspecified,12,3269973,0.37,2249,68.78
"San Diego County, CA",6073,2023,intentional,Unspecified,26,3269973,0.8,2249,68.78
"San Francisco County, CA",6075,2018,accidental,Psychostimulants,44,883305,4.98,639,72.34
"San Francisco County, CA",6075,2018,accidental,Unspecified,50,883305,5.66,639,72.34
"San Francisco County, CA",6075,2018,accidental,Heroin,21,883305,2.38,639,72.34
"San Francisco County, CA",6075,2018,accidental,Other opiods,15,883305,1.7,639,72.34
"San Francisco County, CA",6075,2018,accidental,Synthetic opioids,27,883305,3.06,639,72.34
"San Francisco County, CA",6075,2018,accidental,Cocaine,46,883305,5.21,639,72.34
"San Francisco County, CA",6075,2018,accidental,Unspecified,77,883305,8.72,639,72.34
"San Francisco County, CA",6075,2018,accidental,Heroin,24,883305,2.72,639,72.34
"San Francisco County, CA",6075,2018,accidental,Other opiods,37,883305,4.19,639,72.34
"San Francisco County, CA",6075,2018,accidental,Methadone,18,883305,2.04,639,72.34
"San Francisco County, CA",6075,2018,accidental,Synthetic opioids,41,883305,4.64,639,72.34
"San Francisco County, CA",6075,2018,accidental,Cocaine,48,883305,5.43,639,72.34
"San Francisco County, CA",6075,2018,accidental,Sedatives,20,883305,2.26,639,72.34
"San Francisco County, CA",6075,2018,accidental,Psychostimulants,72,883305,8.15,639,72.34
"San Francisco County, CA",6075,2018,accidental,Unspecified,99,883305,11.21,639,72.34
"San Francisco County, CA",6075,2019,accidental,Psychostimulants,49,881549,5.56,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Unspecified,52,881549,5.9,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Heroin,26,881549,2.95,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Other opiods,15,881549,1.7,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Synthetic opioids,75,881549,8.51,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Cocaine,86,881549,9.76,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Unspecified,131,881549,14.86,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Heroin,43,881549,4.88,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Other opiods,35,881549,3.97,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Methadone,14,881549,1.59,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Synthetic opioids,116,881549,13.16,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Cocaine,91,881549,10.32,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Sedatives,15,881549,1.7,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Psychostimulants,168,881549,19.06,1124,127.5
"San Francisco County, CA",6075,2019,accidental,Unspecified,196,881549,22.23,1124,127.5
"San Francisco County, CA",6075,2019,intentional,Unspecified,12,881549,1.36,1124,127.5
"San Francisco County, CA",6075,2020,accidental,Psychostimulants,46,866606,5.31,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Unspecified,50,866606,5.77,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Heroin,26,866606,3.0,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Other opiods,10,866606,1.15,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Synthetic opioids,128,866606,14.77,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Cocaine,108,866606,12.46,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Unspecified,173,866606,19.96,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Heroin,36,866606,4.15,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Other opiods,27,866606,3.12,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Methadone,19,866606,2.19,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Synthetic opioids,246,866606,28.39,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Cocaine,104,866606,12.0,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Sedatives,32,866606,3.69,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Psychostimulants,248,866606,28.62,1564,180.47
"San Francisco County, CA",6075,2020,accidental,Unspecified,311,866606,35.89,1564,180.47
"San Francisco County, CA",6075,2021,accidental,Psychostimulants,51,815201,6.26,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Unspecified,56,815201,6.87,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Heroin,29,815201,3.56,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Other opiods,11,815201,1.35,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Synthetic opioids,164,815201,20.12,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Cocaine,124,815201,15.21,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Unspecified,208,815201,25.52,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Heroin,36,815201,4.42,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Other opiods,16,815201,1.96,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Methadone,12,815201,1.47,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Synthetic opioids,225,815201,27.6,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Cocaine,75,815201,9.2,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Sedatives,26,815201,3.19,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Psychostimulants,225,815201,27.6,1537,188.54
"San Francisco County, CA",6075,2021,accidental,Unspecified,269,815201,33.0,1537,188.54
"San Francisco County, CA",6075,2021,intentional,Unspecified,10,815201,1.23,1537,188.54
"San Francisco County, CA",6075,2022,accidental,Psychostimulants,53,808437,6.56,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Unspecified,56,808437,6.93,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Heroin,27,808437,3.34,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Other opiods,13,808437,1.61,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Methadone,13,808437,1.61,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Synthetic opioids,135,808437,16.7,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Cocaine,133,808437,16.45,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Unspecified,197,808437,24.37,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Heroin,23,808437,2.84,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Other opiods,17,808437,2.1,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Methadone,15,808437,1.86,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Synthetic opioids,173,808437,21.4,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Cocaine,68,808437,8.41,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Sedatives,28,808437,3.46,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Psychostimulants,180,808437,22.27,1343,166.12
"San Francisco County, CA",6075,2022,accidental,Unspecified,212,808437,26.22,1343,166.12
"San Francisco County, CA",6075,2023,accidental,Psychostimulants,52,808988,6.43,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Unspecified,54,808988,6.68,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Heroin,16,808988,1.98,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Other opiods,10,808988,1.24,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Synthetic opioids,216,808988,26.7,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Cocaine,179,808988,22.13,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Unspecified,261,808988,32.26,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Heroin,16,808988,1.98,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Other opiods,20,808988,2.47,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Methadone,12,808988,1.48,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Synthetic opioids,246,808988,30.41,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Cocaine,119,808988,14.71,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Sedatives,36,808988,4.45,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Psychostimulants,238,808988,29.42,1758,217.31
"San Francisco County, CA",6075,2023,accidental,Unspecified,283,808988,34.98,1758,217.31
"San Joaquin County, CA",6077,2018,accidental,Psychostimulants,54,752660,7.17,176,23.38
"San Joaquin County, CA",6077,2018,accidental,Unspecified,57,752660,7.57,176,23.38
"San Joaquin County, CA",6077,2018,accidental,Methadone,10,752660,1.33,176,23.38
"San Joaquin County, CA",6077,2018,accidental,Unspecified,20,752660,2.66,176,23.38
"San Joaquin County, CA",6077,2018,accidental,Unspecified,35,752660,4.65,176,23.38
"San Joaquin County, CA",6077,2019,accidental,Psychostimulants,58,762148,7.61,202,26.5
"San Joaquin County, CA",6077,2019,accidental,Unspecified,60,762148,7.87,202,26.5
"San Joaquin County, CA",6077,2019,accidental,Cocaine,13,762148,1.71,202,26.5
"San Joaquin County, CA",6077,2019,accidental,Unspecified,24,762148,3.15,202,26.5
"San Joaquin County, CA",6077,2019,accidental,Psychostimulants,12,762148,1.57,202,26.5
"San Joaquin County, CA",6077,2019,accidental,Unspecified,35,762148,4.59,202,26.5
"San Joaquin County, CA",6077,2020,accidental,Psychostimulants,54,767967,7.03,343,44.66
"San Joaquin County, CA",6077,2020,accidental,Unspecified,54,767967,7.03,343,44.66
"San Joaquin County, CA",6077,2020,accidental,Synthetic opioids,31,767967,4.04,343,44.66
"San Joaquin County, CA",6077,2020,accidental,Cocaine,21,767967,2.73,343,44.66
"San Joaquin County, CA",6077,2020,accidental,Unspecified,45,767967,5.86,343,44.66
"San Joaquin County, CA",6077,2020,accidental,Other opiods,22,767967,2.86,343,44.66
"San Joaquin County, CA",6077,2020,accidental,Synthetic opioids,17,767967,2.21,343,44.66
"San Joaquin County, CA",6077,2020,accidental,Sedatives,13,767967,1.69,343,44.66
"San Joaquin County, CA",6077,2020,accidental,Psychostimulants,35,767967,4.56,343,44.66
"San Joaquin County, CA",6077,2020,accidental,Unspecified,51,767967,6.64,343,44.66
"San Joaquin County, CA",6077,2021,accidental,Psychostimulants,54,789410,6.84,474,60.04
"San Joaquin County, CA",6077,2021,accidental,Unspecified,54,789410,6.84,474,60.04
"San Joaquin County, CA",6077,2021,accidental,Synthetic opioids,52,789410,6.59,474,60.04
"San Joaquin County, CA",6077,2021,accidental,Cocaine,19,789410,2.41,474,60.04
"San Joaquin County, CA",6077,2021,accidental,Unspecified,70,789410,8.87,474,60.04
"San Joaquin County, CA",6077,2021,accidental,Other opiods,17,789410,2.15,474,60.04
"San Joaquin County, CA",6077,2021,accidental,Synthetic opioids,52,789410,6.59,474,60.04
"San Joaquin County, CA",6077,2021,accidental,Sedatives,12,789410,1.52,474,60.04
"San Joaquin County, CA",6077,2021,accidental,Psychostimulants,64,789410,8.11,474,60.04
"San Joaquin County, CA",6077,2021,accidental,Unspecified,80,789410,10.13,474,60.04
"San Joaquin County, CA",6077,2022,accidental,Psychostimulants,41,793229,5.17,381,48.03
"San Joaquin County, CA",6077,2022,accidental,Unspecified,44,793229,5.55,381,48.03
"San Joaquin County, CA",6077,2022,accidental,Synthetic opioids,45,793229,5.67,381,48.03
"San Joaquin County, CA",6077,2022,accidental,Cocaine,12,793229,1.51,381,48.03
"San Joaquin County, CA",6077,2022,accidental,Unspecified,58,793229,7.31,381,48.03
"San Joaquin County, CA",6077,2022,accidental,Other opiods,14,793229,1.76,381,48.03
"San Joaquin County, CA",6077,2022,accidental,Synthetic opioids,49,793229,6.18,381,48.03
"San Joaquin County, CA",6077,2022,accidental,Psychostimulants,54,793229,6.81,381,48.03
"San Joaquin County, CA",6077,2022,accidental,Unspecified,64,793229,8.07,381,48.03
"San Joaquin County, CA",6077,2023,accidental,Psychostimulants,33,800965,4.12,620,77.41
"San Joaquin County, CA",6077,2023,accidental,Unspecified,37,800965,4.62,620,77.41
"San Joaquin County, CA",6077,2023,accidental,Synthetic opioids,77,800965,9.61,620,77.41
"San Joaquin County, CA",6077,2023,accidental,Cocaine,23,800965,2.87,620,77.41
"San Joaquin County, CA",6077,2023,accidental,Unspecified,89,800965,11.11,620,77.41
"San Joaquin County, CA",6077,2023,accidental,Other opiods,18,800965,2.25,620,77.41
"San Joaquin County, CA",6077,2023,accidental,Synthetic opioids,99,800965,12.36,620,77.41
"San Joaquin County, CA",6077,2023,accidental,Cocaine,18,800965,2.25,620,77.41
"San Joaquin County, CA",6077,2023,accidental,Sedatives,14,800965,1.75,620,77.41
"San Joaquin County, CA",6077,2023,accidental,Psychostimulants,98,800965,12.24,620,77.41
"San Joaquin County, CA",6077,2023,accidental,Unspecified,114,800965,14.23,620,77.41
"San Luis Obispo County, CA",6079,2018,accidental,Unspecified,12,284010,4.23,31,10.92
"San Luis Obispo County, CA",6079,2018,accidental,Unspecified,19,284010,6.69,31,10.92
"San Luis Obispo County, CA",6079,2019,accidental,Psychostimulants,14,283111,4.95,61,21.55
"San Luis Obispo County, CA",6079,2019,accidental,Unspecified,16,283111,5.65,61,21.55
"San Luis Obispo County, CA",6079,2019,accidental,Unspecified,11,283111,3.89,61,21.55
"San Luis Obispo County, CA",6079,2019,accidental,Unspecified,20,283111,7.06,61,21.55
"San Luis Obispo County, CA",6079,2020,accidental,Psychostimulants,18,282249,6.38,175,62.0
"San Luis Obispo County, CA",6079,2020,accidental,Unspecified,19,282249,6.73,175,62.0
"San Luis Obispo County, CA",6079,2020,accidental,Synthetic opioids,11,282249,3.9,175,62.0
"San Luis Obispo County, CA",6079,2020,accidental,Unspecified,16,282249,5.67,175,62.0
"San Luis Obispo County, CA",6079,2020,accidental,Other opiods,17,282249,6.02,175,62.0
"San Luis Obispo County, CA",6079,2020,accidental,Synthetic opioids,21,282249,7.44,175,62.0
"San Luis Obispo County, CA",6079,2020,accidental,Psychostimulants,30,282249,10.63,175,62.0
"San Luis Obispo County, CA",6079,2020,accidental,Unspecified,43,282249,15.23,175,62.0
"San Luis Obispo County, CA",6079,2021,accidental,Psychostimulants,22,283159,7.77,248,87.58
"San Luis Obispo County, CA",6079,2021,accidental,Unspecified,22,283159,7.77,248,87.58
"San Luis Obispo County, CA",6079,2021,accidental,Synthetic opioids,17,283159,6.0,248,87.58
"San Luis Obispo County, CA",6079,2021,accidental,Unspecified,22,283159,7.77,248,87.58
"San Luis Obispo County, CA",6079,2021,accidental,Other opiods,14,283159,4.94,248,87.58
"San Luis Obispo County, CA",6079,2021,accidental,Synthetic opioids,40,283159,14.13,248,87.58
"San Luis Obispo County, CA",6079,2021,accidental,Sedatives,14,283159,4.94,248,87.58
"San Luis Obispo County, CA",6079,2021,accidental,Psychostimulants,33,283159,11.65,248,87.58
"San Luis Obispo County, CA",6079,2021,accidental,Unspecified,64,283159,22.6,248,87.58
"San Luis Obispo County, CA",6079,2022,accidental,Unspecified,12,282013,4.26,188,66.66
"San Luis Obispo County, CA",6079,2022,accidental,Synthetic opioids,19,282013,6.74,188,66.66
"San Luis Obispo County, CA",6079,2022,accidental,Unspecified,24,282013,8.51,188,66.66
"San Luis Obispo County, CA",6079,2022,accidental,Synthetic opioids,43,282013,15.25,188,66.66
"San Luis Obispo County, CA",6079,2022,accidental,Sedatives,10,282013,3.55,188,66.66
"San Luis Obispo County, CA",6079,2022,accidental,Psychostimulants,35,282013,12.41,188,66.66
"San Luis Obispo County, CA",6079,2022,accidental,Unspecified,45,282013,15.96,188,66.66
"San Luis Obispo County, CA",6079,2023,accidental,Psychostimulants,13,281639,4.62,231,82.02
"San Luis Obispo County, CA",6079,2023,accidental,Unspecified,14,281639,4.97,231,82.02
"San Luis Obispo County, CA",6079,2023,accidental,Synthetic opioids,20,281639,7.1,231,82.02
